rank,ticker,name,close_price,fair_value,upside_pct,star_rating,moat,uncertainty,sector,industry
776,CSX,CSX Corp,50.4,39,-22.6,,Wide,,Industrials,Railroads
777,IHG,InterContinental Hotels Group PLC ADR,162.28,125,-23.0,,Wide,,Consumer Cyclical,Lodging
778,FDXF,FedEx Freight Holding Co Inc,140.53,108,-23.1,,None,,Industrials,Integrated Freight & Logistics
779,MFC,Manulife Financial Corp,44.44,34.1,-23.3,,None,,Financial Services,Insurance - Life
780,DRI,Darden Restaurants Inc,203.58,156,-23.4,,Narrow,,Consumer Cyclical,Restaurants
781,HON,Honeywell International Inc,243.05,186,-23.5,,Wide,,Industrials,Conglomerates
782,DINO,HF Sinclair Corp,91.47,70,-23.5,,Narrow,,Energy,Oil & Gas Refining & Marketing
783,WDC,Western Digital Corp,544.84,415,-23.8,,None,,Technology,Computer Hardware
784,SLF,Sun Life Financial Inc,82.95,63,-24.1,,None,,Financial Services,Insurance - Diversified
785,PSX,Phillips 66,211.68,160,-24.4,,Narrow,,Energy,Oil & Gas Refining & Marketing
786,BWA,BorgWarner Inc,63.74,48,-24.7,,Narrow,,Consumer Cyclical,Auto Parts
787,BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,27.95,21,-24.9,,Narrow,,Financial Services,Banks - Diversified
788,EXPD,Expeditors International of Washington Inc,167.89,126,-25.0,,Wide,,Industrials,Integrated Freight & Logistics
789,TBLA,Taboola.com Ltd,5.01,3.75,-25.1,,None,,Communication Services,Internet Content & Information
790,DDOG,Datadog Inc Class A,267.97,200,-25.4,,Wide,,Technology,Software - Application
791,JNJ,Johnson & Johnson,256.35,190,-25.9,,Wide,,Healthcare,Drug Manufacturers - General
792,VMC,Vulcan Materials Co,268.57,198,-26.3,,Narrow,,Basic Materials,Building Materials
793,ODFL,Old Dominion Freight Line Inc Ordinary Shares,212.14,156,-26.5,,Narrow,,Industrials,Trucking
794,BHP,BHP Group Ltd ADR,84.49,62,-26.6,,None,,Basic Materials,Other Industrial Metals & Mining
795,BFH,Bread Financial Holdings Inc,108.07,79,-26.9,,None,,Financial Services,Credit Services
796,MAR,Marriott International Inc Class A,372.83,272,-27.0,,Wide,,Consumer Cyclical,Lodging
797,WMT,Walmart Inc,111.2,81,-27.2,,Wide,,Consumer Defensive,Discount Stores
798,MNST,Monster Beverage Corp,96.38,70,-27.4,,Narrow,,Consumer Defensive,Beverages - Non-Alcoholic
799,INCY,Incyte Corp,119.52,86,-28.0,,None,,Healthcare,Biotechnology
800,GS,The Goldman Sachs Group Inc,1018.38,730,-28.3,,Wide,,Financial Services,Capital Markets
801,CIEN,Ciena Corp,377.05,270,-28.4,,Narrow,,Technology,Communication Equipment
802,VST,Vistra Corp,148.19,106,-28.5,,None,,Utilities,Utilities - Independent Power Producers
803,NEM,Newmont Corp,93.71,67,-28.5,,None,,Basic Materials,Gold
804,TENB,Tenable Holdings Inc,32.64,23,-29.5,,None,,Technology,Software - Infrastructure
805,FTRE,Fortrea Holdings Inc,19.17,13.5,-29.6,,Narrow,,Healthcare,Biotechnology
806,ARMK,Aramark,56.97,40,-29.8,,None,,Industrials,Specialty Business Services
807,ROST,Ross Stores Inc,251.07,176,-29.9,,Wide,,Consumer Cyclical,Apparel Retail
808,VRNS,Varonis Systems Inc,39.95,28,-29.9,,None,,Technology,Software - Infrastructure
809,TRV,The Travelers Companies Inc,374.36,262,-30.0,,Narrow,,Financial Services,Insurance - Property & Casualty
810,TTWO,Take-Two Interactive Software Inc,242.92,170,-30.0,,Narrow,,Communication Services,Electronic Gaming & Multimedia
811,CRWD,CrowdStrike Holdings Inc Class A,190.86,133,-30.3,,Wide,,Technology,Software - Infrastructure
812,PH,Parker Hannifin Corp,976.53,680,-30.4,,Narrow,,Industrials,Specialty Industrial Machinery
813,EMR,Emerson Electric Co,149.82,104,-30.6,,Wide,,Industrials,Specialty Industrial Machinery
814,MMM,3M Co,176.28,120,-31.9,2,Narrow,,Industrials,Conglomerates
815,PKG,Packaging Corp of America,245.84,167,-32.1,,None,,Consumer Cyclical,Packaging & Containers
816,AAL,American Airlines Group Inc,15.27,10.3,-32.5,3,None,,Industrials,Airlines
817,JBHT,JB Hunt Transport Services Inc,271.75,182,-33.0,,Narrow,,Industrials,Integrated Freight & Logistics
818,ALL,Allstate Corp,264.08,176,-33.4,2,None,,Financial Services,Insurance - Property & Casualty
819,SAN,Banco Santander SA ADR,14.1,9.3,-34.0,,Narrow,,Financial Services,Banks - Diversified
820,HOOD,Robinhood Markets Inc Class A,86.56,57,-34.1,,Narrow,,Financial Services,Capital Markets
821,DVA,DaVita Inc,240.09,156,-35.0,,Narrow,,Healthcare,Medical Care Facilities
822,EAT,Brinker International Inc,213.7,139,-35.0,,Narrow,,Consumer Cyclical,Restaurants
823,GH,Guardant Health Inc,161.99,105,-35.2,,None,,Healthcare,Diagnostics & Research
824,DBX,Dropbox Inc Class A,32.56,21,-35.5,,None,,Technology,Software - Infrastructure
825,MEDP,Medpace Holdings Inc,577.11,370,-35.9,,Narrow,,Healthcare,Diagnostics & Research
826,XPO,XPO Inc,200.97,128,-36.3,,None,,Industrials,Trucking
827,NBIS,Nebius Group NV Shs Class-A-,190.41,120,-37.0,,None,,Communication Services,Internet Content & Information
828,PFGC,Performance Food Group Co,114.39,72,-37.1,,None,,Consumer Defensive,Food Distribution
829,RL,Ralph Lauren Corp Class A,380.34,235,-38.2,,Narrow,,Consumer Cyclical,Apparel Manufacturing
830,UNIT,Uniti Group Inc,9.72,6,-38.3,,None,,Real Estate,REIT - Specialty
831,PWR,Quanta Services Inc,667.36,410,-38.6,,None,,Industrials,Engineering & Construction
832,BB,BlackBerry Ltd,8.5,5.2,-38.8,,None,,Technology,Software - Infrastructure
833,TXRH,Texas Roadhouse Inc,205.44,125,-39.2,,Narrow,,Consumer Cyclical,Restaurants
834,VLO,Valero Energy Corp,312.9,190,-39.3,,Narrow,,Energy,Oil & Gas Refining & Marketing
835,USFD,US Foods Holding Corp,100.59,61,-39.4,,Narrow,,Consumer Defensive,Food Distribution
836,WSM,Williams-Sonoma Inc,228.66,138,-39.6,,None,,Consumer Cyclical,Specialty Retail
837,AEM,Agnico Eagle Mines Ltd,145.27,87,-40.1,1,None,,Basic Materials,Gold
838,TECK,Teck Resources Ltd Class B (Sub Voting),60.24,36,-40.2,,None,,Basic Materials,Copper
839,MPC,Marathon Petroleum Corp,316.47,186,-41.2,,Narrow,,Energy,Oil & Gas Refining & Marketing
840,EBAY,eBay Inc,114.01,67,-41.2,,Narrow,,Consumer Cyclical,Internet Retail
841,ROK,Rockwell Automation Inc,480.08,282,-41.3,,Wide,,Industrials,Specialty Industrial Machinery
842,CRL,Charles River Laboratories International Inc,232.51,135,-41.9,,None,,Healthcare,Diagnostics & Research
843,TPR,Tapestry Inc,152.37,88,-42.2,,Narrow,,Consumer Cyclical,Luxury Goods
844,SPCX,Space Exploration Technologies Corp Class A,108.37,62,-42.8,,Narrow,,Industrials,Aerospace & Defense
845,DAL,Delta Air Lines Inc,87.44,50,-42.8,,None,,Industrials,Airlines
846,MSM,MSC Industrial Direct Co Inc Class A,123.4,67,-45.7,,Narrow,,Industrials,Industrial Distribution
847,FCX,Freeport-McMoRan Inc,62.63,30,-52.1,,None,,Basic Materials,Copper
848,BE,Bloom Energy Corp Class A,205.81,97,-52.9,,None,,Industrials,Electrical Equipment & Parts
849,KGC,Kinross Gold Corp,23.1,9.3,-59.7,,None,,Basic Materials,Gold
850,IQ,iQIYI Inc ADR,1.27,0.5,-60.6,,None,,Communication Services,Entertainment
